label,desc
10093,"Ankylosis of ear ossicles, unspecified ear"
10094,Partial loss of ear ossicles
10095,"Partial loss of ear ossicles, right ear"
10096,"Partial loss of ear ossicles, left ear"
10097,"Partial loss of ear ossicles, bilateral"
10098,"Partial loss of ear ossicles, unspecified ear"
10099,Other acquired abnormalities of ear ossicles
10100,Other acquired abnormalities of right ear ossicles
10101,Other acquired abnormalities of left ear ossicles
10102,"Other acquired abnormalities of ear ossicles, bilateral"
10103,"Other acquired abnormalities of ear ossicles, unspecified ear"
10104,Polyp of middle ear
10105,"Polyp of middle ear, unspecified ear"
10106,Polyp of right middle ear
10107,Polyp of left middle ear
10108,"Polyp of middle ear, bilateral"
10109,Other specified disorders of middle ear and mastoid
10110,Unspecified disorder of middle ear and mastoid
10111,"Unspecified disorder of middle ear and mastoid, unspecified ear"
10112,Unspecified disorder of right middle ear and mastoid
10113,Unspecified disorder of left middle ear and mastoid
10114,"Unspecified disorder of middle ear and mastoid, bilateral"
10115,Other disorders of middle ear and mastoid in diseases classified elsewhere
10116,Mastoiditis in infectious and parasitic diseases classified elsewhere
10117,"Mastoiditis in infectious and parasitic diseases classified elsewhere, unspecified ear"
10118,"Mastoiditis in infectious and parasitic diseases classified elsewhere, right ear"
10119,"Mastoiditis in infectious and parasitic diseases classified elsewhere, left ear"
10120,"Mastoiditis in infectious and parasitic diseases classified elsewhere, bilateral"
10121,Other specified disorders of middle ear and mastoid in diseases classified elsewhere
10122,"Other specified disorders of middle ear and mastoid in diseases classified elsewhere, unspecified ear"
10123,Other specified disorders of right middle ear and mastoid in diseases classified elsewhere
10124,Other specified disorders of left middle ear and mastoid in diseases classified elsewhere
10125,"Other specified disorders of middle ear and mastoid in diseases classified elsewhere, bilateral"
10126,Otosclerosis
10127,"Otosclerosis involving oval window, nonobliterative"
10128,"Otosclerosis involving oval window, nonobliterative, unspecified ear"
10129,"Otosclerosis involving oval window, nonobliterative, right ear"
10130,"Otosclerosis involving oval window, nonobliterative, left ear"
10131,"Otosclerosis involving oval window, nonobliterative, bilateral"
10132,"Otosclerosis involving oval window, obliterative"
10133,"Otosclerosis involving oval window, obliterative, unspecified ear"
10134,"Otosclerosis involving oval window, obliterative, right ear"
10135,"Otosclerosis involving oval window, obliterative, left ear"
10136,"Otosclerosis involving oval window, obliterative, bilateral"
10137,Cochlear otosclerosis
10137,Otosclerosis involving otic capsule
10137,Otosclerosis involving round window
10138,"Cochlear otosclerosis, unspecified ear"
10139,"Cochlear otosclerosis, right ear"
10140,"Cochlear otosclerosis, left ear"
10141,"Cochlear otosclerosis, bilateral"
10142,Other otosclerosis
10143,"Other otosclerosis, unspecified ear"
10144,"Other otosclerosis, right ear"
10145,"Other otosclerosis, left ear"
10146,"Other otosclerosis, bilateral"
10147,Unspecified otosclerosis
10148,"Unspecified otosclerosis, unspecified ear"
10149,"Unspecified otosclerosis, right ear"
10150,"Unspecified otosclerosis, left ear"
10151,"Unspecified otosclerosis, bilateral"
10152,Disorders of vestibular function
10153,Ménière's disease
10153,Labyrinthine hydrops
10153,Ménière's syndrome or vertigo
10154,"Ménière's disease, right ear"
10155,"Ménière's disease, left ear"
10156,"Ménière's disease, bilateral"
10157,"Ménière's disease, unspecified ear"
10158,Benign paroxysmal vertigo
10159,"Benign paroxysmal vertigo, unspecified ear"
10160,"Benign paroxysmal vertigo, right ear"
10161,"Benign paroxysmal vertigo, left ear"
10162,"Benign paroxysmal vertigo, bilateral"
10163,Vestibular neuronitis
10164,"Vestibular neuronitis, unspecified ear"
10165,"Vestibular neuronitis, right ear"
10166,"Vestibular neuronitis, left ear"
10167,"Vestibular neuronitis, bilateral"
10168,Other peripheral vertigo
10169,Aural vertigo
10170,"Aural vertigo, right ear"
10171,"Aural vertigo, left ear"
10172,"Aural vertigo, bilateral"
10173,"Aural vertigo, unspecified ear"
10174,Other peripheral vertigo
10174,Lermoyez' syndrome
10174,Otogenic vertigo
10174,Peripheral vertigo NOS
10175,"Other peripheral vertigo, right ear"
10176,"Other peripheral vertigo, left ear"
10177,"Other peripheral vertigo, bilateral"
10178,"Other peripheral vertigo, unspecified ear"
10179,Vertigo of central origin
10179,Central positional nystagmus
10180,Other disorders of vestibular function
10181,Unspecified disorder of vestibular function
10181,Vertiginous syndrome NOS
10182,"Unspecified disorder of vestibular function, unspecified ear"
10183,"Unspecified disorder of vestibular function, right ear"
10184,"Unspecified disorder of vestibular function, left ear"
10185,"Unspecified disorder of vestibular function, bilateral"
10186,Vertiginous syndromes in diseases classified elsewhere
10187,"Vertiginous syndromes in diseases classified elsewhere, right ear"
10188,"Vertiginous syndromes in diseases classified elsewhere, left ear"
10189,"Vertiginous syndromes in diseases classified elsewhere, bilateral"
10190,"Vertiginous syndromes in diseases classified elsewhere, unspecified ear"
10191,Other diseases of inner ear
10192,Labyrinthitis
10193,"Labyrinthitis, right ear"
10194,"Labyrinthitis, left ear"
10195,"Labyrinthitis, bilateral"
10196,"Labyrinthitis, unspecified ear"
10197,Labyrinthine fistula
10198,"Labyrinthine fistula, right ear"
10199,"Labyrinthine fistula, left ear"
10200,"Labyrinthine fistula, bilateral"
10201,"Labyrinthine fistula, unspecified ear"
10202,Labyrinthine dysfunction
10202,Labyrinthine hypersensitivity
10202,Labyrinthine hypofunction
10202,Labyrinthine loss of function
10203,Noise effects on inner ear
10203,Acoustic trauma of inner ear
10203,Noise-induced hearing loss of inner ear
10204,Other specified diseases of inner ear
10205,Unspecified disease of inner ear
10206,"Unspecified disease of inner ear, unspecified ear"
10207,Unspecified disease of right inner ear
10208,Unspecified disease of left inner ear
10209,"Unspecified disease of inner ear, bilateral"
10210,Conductive and sensorineural hearing loss
10211,"Conductive hearing loss, bilateral"
10212,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side"
10213,"Conductive hearing loss, unilateral, right ear, with unrestricted hearing on the contralateral side"
10214,"Conductive hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral side"
10215,"Conductive hearing loss, unspecified"
10215,Conductive deafness NOS
10216,"Sensorineural hearing loss, bilateral"
10217,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side"
10218,"Sensorineural hearing loss, unilateral, right ear, with unrestricted hearing on the contralateral side"
10219,"Sensorineural hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral side"
10220,Unspecified sensorineural hearing loss
10220,Central hearing loss NOS
10220,Congenital deafness NOS
10220,Neural hearing loss NOS
10220,Perceptive hearing loss NOS
10220,Sensorineural deafness NOS
10220,Sensory hearing loss NOS
10221,"Mixed conductive and sensorineural hearing loss, bilateral"
10222,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side"
10223,"Mixed conductive and sensorineural hearing loss, unilateral, right ear, with unrestricted hearing on the contralateral side"
10224,"Mixed conductive and sensorineural hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral side"
10225,"Mixed conductive and sensorineural hearing loss, unspecified"
10226,Conductive and sensorineural hearing loss with restricted hearing on the contralateral side
10227,"Conductive hearing loss, unilateral, with restricted hearing on the contralateral side"
10228,"Conductive hearing loss, unilateral, right ear with restricted hearing on the contralateral side"
10229,"Conductive hearing loss, unilateral, left ear with restricted hearing on the contralateral side"
10230,"Sensorineural hearing loss, unilateral, with restricted hearing on the contralateral side"
10231,"Sensorineural hearing loss, unilateral, right ear, with restricted hearing on the contralateral side"
10232,"Sensorineural hearing loss, unilateral, left ear, with restricted hearing on the contralateral side"
10233,"Mixed conductive and sensorineural hearing loss, unilateral with restricted hearing on the contralateral side"
10234,"Mixed conductive and sensorineural hearing loss, unilateral, right ear with restricted hearing on the contralateral side"
10235,"Mixed conductive and sensorineural hearing loss, unilateral, left ear with restricted hearing on the contralateral side"
10236,Other and unspecified hearing loss
10237,Ototoxic hearing loss
10238,"Ototoxic hearing loss, right ear"
10239,"Ototoxic hearing loss, left ear"
10240,"Ototoxic hearing loss, bilateral"
10241,"Ototoxic hearing loss, unspecified ear"
10242,Presbycusis
10242,Presbyacusia
10243,"Presbycusis, unspecified ear"
10244,"Presbycusis, right ear"
10245,"Presbycusis, left ear"
10246,"Presbycusis, bilateral"
10247,Sudden idiopathic hearing loss
10247,Sudden hearing loss NOS
10248,"Sudden idiopathic hearing loss, unspecified ear"
10249,"Sudden idiopathic hearing loss, right ear"
10250,"Sudden idiopathic hearing loss, left ear"
10251,"Sudden idiopathic hearing loss, bilateral"
10252,"Deaf nonspeaking, not elsewhere classified"
10253,Other specified hearing loss
10254,Unspecified hearing loss
10254,Deafness NOS
10254,High frequency deafness
10254,Low frequency deafness
10255,"Unspecified hearing loss, unspecified ear"
10256,"Unspecified hearing loss, right ear"
10257,"Unspecified hearing loss, left ear"
10258,"Unspecified hearing loss, bilateral"
10259,Otalgia and effusion of ear
10260,Otalgia
10261,"Otalgia, right ear"
10262,"Otalgia, left ear"
10263,"Otalgia, bilateral"
10264,"Otalgia, unspecified ear"
10265,Otorrhea
10266,"Otorrhea, unspecified ear"
10267,"Otorrhea, right ear"
10268,"Otorrhea, left ear"
10269,"Otorrhea, bilateral"
10270,Otorrhagia
10271,"Otorrhagia, unspecified ear"
10272,"Otorrhagia, right ear"
10273,"Otorrhagia, left ear"
10274,"Otorrhagia, bilateral"
10275,"Other disorders of ear, not elsewhere classified"
10276,Degenerative and vascular disorders of ear
10277,Transient ischemic deafness
10278,"Transient ischemic deafness, right ear"
10279,"Transient ischemic deafness, left ear"
10280,"Transient ischemic deafness, bilateral"
10281,"Transient ischemic deafness, unspecified ear"
10282,Unspecified degenerative and vascular disorders of ear
10283,Unspecified degenerative and vascular disorders of right ear
10284,Unspecified degenerative and vascular disorders of left ear
10285,"Unspecified degenerative and vascular disorders of ear, bilateral"
10286,Unspecified degenerative and vascular disorders of unspecified ear
10287,Tinnitus
10288,"Tinnitus, right ear"
10289,"Tinnitus, left ear"
10290,"Tinnitus, bilateral"
10291,"Tinnitus, unspecified ear"
10292,Pulsatile tinnitus
10293,"Pulsatile tinnitus, right ear"
10294,"Pulsatile tinnitus, left ear"
10295,"Pulsatile tinnitus, bilateral"
10296,"Pulsatile tinnitus, unspecified ear"
10297,Other abnormal auditory perceptions
10298,Auditory recruitment
10299,"Auditory recruitment, right ear"
10300,"Auditory recruitment, left ear"
10301,"Auditory recruitment, bilateral"
10302,"Auditory recruitment, unspecified ear"
10303,Diplacusis
10304,"Diplacusis, right ear"
10305,"Diplacusis, left ear"
10306,"Diplacusis, bilateral"
10307,"Diplacusis, unspecified ear"
10308,Hyperacusis
10309,"Hyperacusis, right ear"
10310,"Hyperacusis, left ear"
10311,"Hyperacusis, bilateral"
10312,"Hyperacusis, unspecified ear"
10313,Temporary auditory threshold shift
10314,"Temporary auditory threshold shift, right ear"
10315,"Temporary auditory threshold shift, left ear"
10316,"Temporary auditory threshold shift, bilateral"
10317,"Temporary auditory threshold shift, unspecified ear"
10318,Central auditory processing disorder
10318,Congenital auditory imperception
10318,Word deafness
10319,Other abnormal auditory perceptions
10320,"Other abnormal auditory perceptions, right ear"
10321,"Other abnormal auditory perceptions, left ear"
10322,"Other abnormal auditory perceptions, bilateral"
10323,"Other abnormal auditory perceptions, unspecified ear"
10324,Disorders of acoustic nerve
10324,Disorder of 8th cranial nerve
10325,Other specified disorders of ear
10326,Unspecified disorder of ear
10327,"Unspecified disorder of ear, unspecified ear"
10328,Unspecified disorder of right ear
10329,Unspecified disorder of left ear
10330,"Unspecified disorder of ear, bilateral"
10331,Other disorders of ear in diseases classified elsewhere
10332,Acoustic neuritis in infectious and parasitic diseases classified elsewhere
10333,"Acoustic neuritis in infectious and parasitic diseases classified elsewhere, unspecified ear"
10334,"Acoustic neuritis in infectious and parasitic diseases classified elsewhere, right ear"
